train_number,train_name,from_station,to_station,current_delay,delay_trend,accumulated_delay,segment_distance_km,current_speed_kmh,hist_avg_travel_time_min,hist_median_travel_time_min,scheduled_dwell_min,num_intermediate_stations,track_congestion_index,weather_impact_factor,hour_of_day,day_of_week,is_weekend,is_peak_hour,scheduled_segment_time_min,actual_dwell_min,actual_segment_travel_time_min,delay_increment_min
12759,Charminar Express,NLR,MAS,47,0.0,45,175,115.0,100,98,2,4,0.4,0.25,13,4,0,0,96,2.0,107.1,11.1
12701,Rajdhani Express,NDLS,AGC,42,2.5,41,195,97.0,127,127,5,6,0.43,0.57,3,2,0,0,115,6.1,135.5,21.6
12626,Kerala Express,SBC,ERS,0,-0.5,0,580,79.6,502,500,5,21,0.56,0.67,4,4,0,0,499,8.9,534.0,38.9
12759,Charminar Express,SC,KZJ,14,1.0,22,130,81.1,94,92,5,4,0.81,0.23,19,3,0,1,87,9.1,104.3,21.4
12759,Charminar Express,KZJ,BZA,0,0.0,7,210,95.7,147,146,5,5,0.14,0.46,20,6,1,1,141,7.3,151.6,12.9
12626,Kerala Express,SBC,ERS,27,0.0,34,580,81.0,394,395,10,16,0.86,0.61,20,6,1,1,392,14.2,426.7,38.9
12951,Mumbai Rajdhani,KTA,AGC,85,-0.5,93,468,106.8,273,275,10,12,0.21,0.78,1,2,0,0,263,10.0,282.4,19.4
12626,Kerala Express,NDLS,AGC,63,5.0,67,195,96.0,121,120,8,5,0.38,0.02,17,4,0,1,110,11.0,132.1,25.1
12702,Telangana Express,BPQ,NGP,9,5.0,13,210,94.5,128,131,8,6,0.4,0.43,18,3,0,1,125,9.4,143.8,20.2
12702,Telangana Express,AGC,NDLS,3,0.0,1,195,84.0,131,134,3,5,0.54,0.45,7,1,0,1,125,4.3,142.4,18.7
12701,Rajdhani Express,NGP,BPQ,49,0.0,54,210,58.0,191,191,3,5,0.2,0.6,3,1,0,0,184,5.0,216.0,34.0
12759,Charminar Express,KZJ,BZA,19,0.0,14,210,108.4,128,126,5,8,0.68,0.06,13,5,1,0,118,9.7,130.4,17.1
12701,Rajdhani Express,SC,HYB,57,0.0,62,10,75.6,15,13,8,1,0.9,0.51,23,3,0,0,8,12.2,37.7,33.9
12951,Mumbai Rajdhani,MMCT,ST,2,0.0,0,263,66.3,221,221,8,9,0.67,0.24,7,5,1,1,215,8.0,238.2,23.2
12701,Rajdhani Express,AGC,VGLJ,42,1.0,44,215,64.0,195,194,10,5,0.27,0.52,22,5,1,0,189,10.4,219.9,31.3
12951,Mumbai Rajdhani,MMCT,ST,40,-1.5,37,263,80.2,207,208,2,10,0.24,0.78,8,1,0,1,197,5.1,221.9,28.0
12951,Mumbai Rajdhani,RTM,KTA,16,0.0,19,266,80.8,202,200,5,7,0.43,0.17,16,6,1,0,198,6.0,211.1,14.1
12626,Kerala Express,NGP,BZA,27,0.0,32,233,92.3,152,153,8,5,0.66,0.0,2,4,0,0,142,8.0,150.0,8.0
12701,Rajdhani Express,AGC,VGLJ,23,0.0,37,215,75.4,169,171,2,6,0.24,0.56,1,6,1,0,164,2.0,185.6,21.6
12702,Telangana Express,NGP,BPL,49,-1.5,46,390,95.0,283,286,3,14,0.76,0.41,12,2,0,0,273,8.6,293.3,25.9
12702,Telangana Express,NGP,BPL,27,-1.5,39,390,69.7,326,325,8,13,0.71,0.36,20,5,1,1,317,11.9,349.6,36.5
12702,Telangana Express,AGC,NDLS,14,0.0,23,195,65.6,155,156,10,7,0.3,0.24,5,5,1,0,153,10.0,177.2,24.2
12701,Rajdhani Express,KZJ,SC,9,-0.5,12,130,86.6,91,89,5,3,0.87,0.2,18,6,1,1,84,10.5,103.6,25.1
12951,Mumbai Rajdhani,KTA,AGC,5,0.0,8,468,102.6,308,310,3,13,0.27,0.77,13,5,1,0,296,3.0,311.8,15.8
12701,Rajdhani Express,VGLJ,BPL,3,1.0,2,290,86.9,223,226,2,8,0.33,0.35,5,0,0,0,217,2.3,228.9,12.2
12759,Charminar Express,HYB,SC,9,-0.5,10,10,73.9,10,10,2,1,0.46,0.7,13,2,0,0,8,4.4,21.9,16.3
12951,Mumbai Rajdhani,BRC,RTM,18,0.0,22,260,58.8,241,239,2,6,0.11,0.73,12,3,0,0,236,4.0,268.6,34.6
12702,Telangana Express,AGC,NDLS,5,1.0,6,195,83.2,136,136,8,5,0.52,0.58,23,4,0,0,132,9.5,147.0,16.5
12702,Telangana Express,NGP,BPL,11,0.0,22,390,73.5,273,272,5,11,0.45,0.74,17,5,1,1,270,9.4,306.4,40.8
12626,Kerala Express,VGLJ,BPL,54,0.0,55,290,111.7,171,171,3,7,0.49,0.49,19,6,1,1,160,5.5,176.7,19.2
12626,Kerala Express,AGC,VGLJ,6,0.0,9,215,77.8,165,165,2,6,0.44,0.07,5,6,1,0,163,2.0,174.7,11.7
12701,Rajdhani Express,KZJ,SC,12,0.0,10,130,107.3,80,80,3,3,0.54,0.02,12,4,0,0,76,6.1,80.3,7.4
12951,Mumbai Rajdhani,MMCT,ST,3,0.0,10,263,81.4,199,198,8,6,0.73,0.71,22,6,1,0,196,9.9,220.6,26.5
12759,Charminar Express,HYB,SC,0,-1.5,0,10,97.7,14,16,10,1,0.75,0.01,13,6,1,0,6,12.4,18.8,15.2
12702,Telangana Express,HYB,SC,0,0.0,0,10,59.9,13,14,3,1,0.31,0.45,0,3,0,0,8,3.9,20.4,13.3
12626,Kerala Express,BZA,MAS,3,-1.5,5,430,102.6,275,275,3,10,0.24,0.79,11,5,1,0,269,3.6,287.4,19.0
12626,Kerala Express,MAS,SBC,16,-0.5,28,360,105.1,225,225,5,9,0.14,0.68,4,2,0,0,223,5.0,233.0,10.0
12759,Charminar Express,HYB,SC,40,-1.5,50,10,101.8,17,16,2,1,0.54,0.46,13,0,0,0,6,2.7,32.2,26.9
12759,Charminar Express,SC,KZJ,17,-1.5,14,130,103.6,92,90,10,4,0.23,0.3,20,4,0,1,83,10.0,97.0,14.0
12702,Telangana Express,SC,KZJ,0,-0.5,3,130,85.1,97,99,8,3,0.62,0.75,1,1,0,0,93,12.3,114.1,25.4
12701,Rajdhani Express,NGP,BPQ,0,0.0,13,210,95.0,154,152,8,5,0.18,0.57,21,4,0,0,144,9.5,152.5,10.0
12759,Charminar Express,KZJ,BZA,0,-0.5,14,210,103.8,136,137,3,8,0.31,0.18,23,6,1,0,128,3.7,138.3,11.0
12759,Charminar Express,KZJ,BZA,2,0.0,11,210,64.6,181,184,8,6,0.47,0.75,7,2,0,1,171,8.5,193.8,23.3
12759,Charminar Express,KZJ,BZA,9,1.0,6,210,77.8,151,153,2,6,0.17,0.33,11,3,0,0,149,3.6,164.7,17.3
12951,Mumbai Rajdhani,BRC,RTM,3,1.0,8,260,73.8,241,240,8,6,0.72,0.06,13,0,0,0,231,11.2,255.4,27.6
12626,Kerala Express,MAS,SBC,49,-1.5,59,360,100.7,217,219,5,12,0.56,0.02,0,3,0,0,208,5.0,229.5,21.5
12951,Mumbai Rajdhani,AGC,NDLS,18,-0.5,17,195,84.3,129,129,8,6,0.77,0.47,18,4,0,1,121,13.2,144.4,28.6
12702,Telangana Express,SC,KZJ,0,-1.5,8,130,71.0,108,110,5,4,0.33,0.64,18,5,1,1,100,5.0,117.5,17.5
12759,Charminar Express,KZJ,BZA,13,0.0,21,210,103.1,138,138,2,5,0.42,0.71,8,0,0,1,131,2.4,151.9,21.3
12951,Mumbai Rajdhani,ST,BRC,62,-0.5,70,130,106.8,82,83,5,3,0.65,0.42,18,4,0,1,75,6.5,99.3,25.8
12701,Rajdhani Express,BPL,NGP,17,0.0,29,390,70.5,366,366,3,11,0.18,0.57,12,1,0,0,355,3.0,384.1,29.1
12626,Kerala Express,SBC,ERS,11,1.0,15,580,106.8,329,327,10,18,0.6,0.33,21,5,1,0,320,11.8,329.6,11.4
12626,Kerala Express,AGC,VGLJ,14,0.0,28,215,98.7,131,132,5,8,0.64,0.72,18,3,0,1,120,5.9,135.5,16.4
12759,Charminar Express,HYB,SC,32,0.0,35,10,91.6,8,10,5,1,0.45,0.12,9,6,1,1,6,7.2,19.5,15.7
12701,Rajdhani Express,KZJ,SC,0,-0.5,7,130,80.0,97,96,8,3,0.49,0.79,15,1,0,0,92,8.9,112.0,20.9
12702,Telangana Express,KZJ,BPQ,6,0.0,5,235,105.6,135,134,8,8,0.46,0.4,16,1,0,0,132,8.8,144.2,13.0
12701,Rajdhani Express,NDLS,AGC,0,-0.5,4,195,81.8,145,143,10,4,0.6,0.51,3,2,0,0,136,10.5,152.0,16.5
12701,Rajdhani Express,VGLJ,BPL,9,-1.5,8,290,104.1,178,178,10,7,0.68,0.23,18,5,1,1,170,10.9,183.3,14.2
12951,Mumbai Rajdhani,MMCT,ST,3,0.0,0,263,91.7,170,168,5,8,0.88,0.44,22,5,1,0,165,6.6,195.4,32.0
12759,Charminar Express,KZJ,BZA,26,-0.5,39,210,94.6,133,131,10,7,0.23,0.1,10,4,0,0,131,12.0,141.6,12.6
12951,Mumbai Rajdhani,BRC,RTM,19,-1.5,27,260,88.2,175,173,8,9,0.64,0.07,3,2,0,0,163,8.7,178.8,16.5
12702,Telangana Express,NGP,BPL,32,0.0,47,390,73.3,366,369,8,9,0.16,0.4,14,6,1,0,360,9.2,386.1,27.3
12951,Mumbai Rajdhani,RTM,KTA,18,1.0,32,266,114.8,148,146,2,10,0.52,0.31,21,4,0,0,145,2.0,162.1,17.1
12951,Mumbai Rajdhani,RTM,KTA,18,1.0,18,266,74.0,234,236,2,6,0.44,0.29,16,1,0,0,223,3.6,242.8,21.4
12701,Rajdhani Express,AGC,VGLJ,17,5.0,23,215,97.3,140,138,5,5,0.7,0.13,7,3,0,1,136,5.0,158.9,22.9
12626,Kerala Express,MAS,SBC,30,0.0,27,360,102.3,230,232,3,11,0.84,0.74,22,5,1,0,225,6.9,246.4,25.3
12951,Mumbai Rajdhani,KTA,AGC,0,0.0,6,468,107.6,273,276,10,12,0.94,0.45,12,0,0,0,267,13.6,280.1,16.7
12701,Rajdhani Express,SC,HYB,20,1.0,34,10,88.8,14,15,5,1,0.93,0.66,9,6,1,1,6,10.8,28.8,28.6
12701,Rajdhani Express,KZJ,SC,17,-1.5,32,130,59.8,124,125,3,4,0.2,0.54,5,4,0,0,113,3.0,129.6,16.6
12951,Mumbai Rajdhani,MMCT,ST,28,0.0,39,263,94.2,171,172,3,10,0.57,0.12,16,5,1,0,159,4.2,177.1,19.3
12701,Rajdhani Express,BPQ,KZJ,47,-0.5,54,235,74.5,213,216,2,5,0.15,0.01,17,1,0,1,206,2.6,221.6,16.2
12626,Kerala Express,AGC,VGLJ,24,-1.5,36,215,95.0,138,136,8,5,0.11,0.1,2,4,0,0,136,8.0,142.8,6.8
12626,Kerala Express,BZA,MAS,1,-1.5,0,430,58.4,389,390,5,12,0.85,0.28,2,6,1,0,381,8.8,421.9,44.7
12702,Telangana Express,NGP,BPL,9,5.0,22,390,75.2,328,331,8,9,0.54,0.1,22,1,0,0,325,8.0,351.4,26.4
12626,Kerala Express,BZA,MAS,44,2.5,42,430,101.2,237,240,3,10,0.32,0.69,5,5,1,0,235,3.0,261.7,26.7
12951,Mumbai Rajdhani,RTM,KTA,0,1.0,8,266,105.7,166,166,10,6,0.52,0.31,4,0,0,0,154,11.9,165.0,12.9
12626,Kerala Express,MAS,SBC,8,-0.5,6,360,94.9,243,241,10,10,0.35,0.14,10,5,1,0,240,13.8,253.8,17.6
12951,Mumbai Rajdhani,ST,BRC,15,-1.5,26,130,67.7,106,108,2,4,0.13,0.33,5,0,0,0,97,4.9,117.9,23.8
12701,Rajdhani Express,SC,HYB,0,-0.5,14,10,76.9,10,13,3,1,0.94,0.12,14,6,1,0,8,7.0,26.8,22.8
12951,Mumbai Rajdhani,MMCT,ST,13,1.0,19,263,69.4,219,222,5,8,0.52,0.15,5,2,0,0,210,5.8,235.8,26.6
12626,Kerala Express,VGLJ,BPL,21,0.0,30,290,68.7,270,273,5,8,0.85,0.73,23,4,0,0,267,8.2,304.0,40.2
12701,Rajdhani Express,BPL,NGP,53,0.0,62,390,61.9,350,349,8,9,0.5,0.65,2,3,0,0,348,8.4,391.7,44.1
12702,Telangana Express,NGP,BPL,26,-0.5,29,390,54.1,362,360,3,15,0.28,0.15,17,1,0,1,351,3.0,390.4,39.4
12759,Charminar Express,NLR,MAS,6,0.0,6,175,98.9,115,118,10,7,0.38,0.67,8,6,1,1,112,11.2,131.6,20.8
12701,Rajdhani Express,VGLJ,BPL,27,1.0,24,290,67.1,267,268,3,8,0.5,0.14,4,4,0,0,258,4.1,286.4,29.5
12701,Rajdhani Express,BPL,NGP,0,-0.5,12,390,64.5,352,355,3,11,0.12,0.47,21,3,0,0,350,4.4,382.1,33.5
12951,Mumbai Rajdhani,AGC,NDLS,78,0.0,79,195,88.6,144,143,8,8,0.85,0.42,14,5,1,0,137,12.5,173.9,41.4
12626,Kerala Express,AGC,VGLJ,1,-0.5,13,215,114.9,127,129,5,5,0.49,0.52,7,0,0,1,121,8.0,129.0,11.0
12759,Charminar Express,NLR,MAS,0,0.0,0,175,109.4,114,117,5,6,0.32,0.14,21,1,0,0,104,6.1,110.1,7.2
12626,Kerala Express,BZA,MAS,18,0.0,24,430,106.3,253,256,2,16,0.18,0.0,20,6,1,1,243,3.2,249.0,7.2
12951,Mumbai Rajdhani,BRC,RTM,5,-0.5,7,260,85.5,198,200,2,8,0.67,0.32,23,4,0,0,196,2.0,217.1,21.1
12951,Mumbai Rajdhani,AGC,NDLS,9,0.0,9,195,108.7,118,121,5,7,0.53,0.79,15,2,0,0,115,5.2,132.4,17.6
12951,Mumbai Rajdhani,RTM,KTA,0,0.0,0,266,71.9,224,222,3,6,0.2,0.68,2,6,1,0,212,6.2,241.1,32.3
12951,Mumbai Rajdhani,ST,BRC,2,0.0,8,130,113.6,77,75,10,3,0.46,0.61,8,6,1,1,72,13.0,85.7,16.7
12951,Mumbai Rajdhani,KTA,AGC,0,0.0,9,468,55.8,419,419,5,17,0.62,0.39,9,4,0,1,407,5.5,455.7,49.2
12759,Charminar Express,KZJ,BZA,20,0.0,21,210,91.4,140,142,8,5,0.42,0.76,5,1,0,0,137,10.2,150.7,15.9
12701,Rajdhani Express,AGC,VGLJ,4,-0.5,18,215,101.1,146,144,10,5,0.24,0.69,9,1,0,1,137,10.4,141.8,5.2
12626,Kerala Express,BPL,NGP,10,1.0,22,390,79.4,290,290,5,11,0.75,0.38,6,5,1,0,285,10.5,309.0,29.5
12626,Kerala Express,BPL,NGP,10,1.0,12,390,97.7,243,242,3,9,0.88,0.78,23,6,1,0,240,7.4,272.9,37.3
12701,Rajdhani Express,KZJ,SC,0,1.0,0,130,83.0,96,97,5,4,0.4,0.1,8,3,0,1,85,6.5,97.9,14.4
12626,Kerala Express,BPL,NGP,0,1.0,5,390,95.7,222,224,8,13,0.58,0.4,1,2,0,0,219,8.0,235.5,16.5
12626,Kerala Express,NGP,BZA,10,0.0,20,136,89.1,100,102,2,4,0.89,0.29,13,2,0,0,95,7.0,109.7,19.7
12702,Telangana Express,NGP,BPL,20,-1.5,25,390,112.7,230,228,5,10,0.69,0.74,12,2,0,0,224,6.7,241.8,19.5
12951,Mumbai Rajdhani,RTM,KTA,28,-0.5,38,266,96.7,160,162,10,8,0.44,0.19,6,1,0,0,148,12.3,163.2,17.5
12701,Rajdhani Express,AGC,VGLJ,10,1.0,15,215,82.0,141,139,10,6,0.26,0.01,6,4,0,0,137,10.0,148.3,11.3
12701,Rajdhani Express,BPQ,KZJ,2,5.0,6,235,98.9,153,151,5,7,0.67,0.33,21,1,0,0,151,7.2,171.1,22.3
12626,Kerala Express,MAS,SBC,45,0.0,59,360,95.4,244,246,3,12,0.15,0.33,13,5,1,0,237,5.2,250.7,15.9
12701,Rajdhani Express,BPQ,KZJ,20,1.0,31,235,92.2,136,138,10,5,0.31,0.03,20,3,0,1,133,10.0,144.2,11.2
12626,Kerala Express,NGP,BZA,24,-0.5,20,250,76.3,180,179,5,8,0.45,0.74,5,4,0,0,175,5.7,210.2,35.9
12951,Mumbai Rajdhani,RTM,KTA,0,1.0,0,266,53.9,248,246,3,10,0.64,0.53,23,6,1,0,245,3.2,281.1,36.3
12626,Kerala Express,VGLJ,BPL,11,0.0,7,290,93.3,204,206,3,10,0.17,0.01,2,0,0,0,192,3.8,190.6,-0.6
12701,Rajdhani Express,NGP,BPQ,3,-0.5,6,210,96.2,126,126,10,8,0.93,0.17,10,3,0,0,115,14.1,136.7,25.8
12951,Mumbai Rajdhani,RTM,KTA,3,-0.5,2,266,93.5,191,191,5,6,0.33,0.4,12,6,1,0,180,6.1,189.0,10.1
12759,Charminar Express,BZA,OGL,18,0.0,17,140,99.0,85,88,8,5,0.11,0.37,0,0,0,0,77,9.1,79.2,3.3
12951,Mumbai Rajdhani,ST,BRC,38,-1.5,40,130,81.4,103,105,3,3,0.64,0.65,1,0,0,0,100,5.6,123.8,26.4
12759,Charminar Express,HYB,SC,34,1.0,32,10,58.8,21,21,2,1,0.53,0.43,1,3,0,0,9,2.0,29.9,20.9
12701,Rajdhani Express,NGP,BPQ,16,1.0,24,210,76.9,168,169,8,6,0.75,0.19,15,0,0,0,156,13.1,182.2,31.3
12951,Mumbai Rajdhani,AGC,NDLS,22,0.0,24,195,59.6,174,177,3,5,0.46,0.13,10,2,0,0,170,3.9,196.3,27.2
12626,Kerala Express,NGP,BZA,0,0.0,3,217,85.7,142,140,8,5,0.87,0.46,15,2,0,0,131,14.7,151.4,27.1
12951,Mumbai Rajdhani,MMCT,ST,0,-1.5,0,263,62.7,216,214,10,6,0.42,0.66,3,4,0,0,210,11.3,239.7,31.0
12701,Rajdhani Express,NGP,BPQ,10,0.0,12,210,95.1,122,123,8,6,0.33,0.22,8,3,0,1,115,8.0,121.2,6.2
12626,Kerala Express,SBC,ERS,0,-0.5,13,580,85.3,435,434,8,19,0.14,0.07,5,1,0,0,428,8.9,435.7,8.6
12702,Telangana Express,HYB,SC,0,1.0,2,10,63.2,13,16,2,1,0.33,0.02,5,4,0,0,9,3.4,13.7,6.1
12701,Rajdhani Express,SC,HYB,20,-0.5,27,10,90.5,9,12,2,1,0.89,0.24,5,1,0,0,6,7.2,28.8,28.0
12759,Charminar Express,BZA,OGL,19,5.0,18,140,85.5,95,94,8,3,0.23,0.03,22,1,0,0,86,10.8,102.1,18.9
12759,Charminar Express,BZA,OGL,1,2.5,11,140,91.2,97,96,8,4,0.54,0.68,14,2,0,0,90,8.6,107.1,17.7
12759,Charminar Express,SC,KZJ,28,-1.5,39,130,82.1,94,93,3,4,0.2,0.22,23,4,0,0,88,5.3,97.6,11.9
12951,Mumbai Rajdhani,MMCT,ST,35,0.0,33,263,68.0,210,211,8,7,0.57,0.32,0,4,0,0,208,11.3,234.0,29.3
12759,Charminar Express,NLR,MAS,0,1.0,1,175,95.6,106,108,5,4,0.14,0.69,23,6,1,0,98,5.0,108.5,10.5
12702,Telangana Express,BPQ,NGP,13,0.0,19,210,73.6,152,151,8,5,0.55,0.0,10,2,0,0,144,8.7,160.4,17.1
12626,Kerala Express,BZA,MAS,0,2.5,2,430,78.7,338,337,5,11,0.92,0.48,22,5,1,0,331,8.7,363.6,36.3
12759,Charminar Express,BZA,OGL,11,-1.5,18,140,91.5,96,95,2,5,0.37,0.28,12,4,0,0,86,3.7,100.4,16.1
12759,Charminar Express,KZJ,BZA,0,1.0,2,210,74.1,183,183,5,8,0.33,0.71,21,0,0,0,172,5.7,189.7,18.4
12701,Rajdhani Express,BPL,NGP,0,2.5,0,390,72.7,323,323,10,14,0.19,0.02,9,0,0,1,316,11.3,333.8,19.1
12626,Kerala Express,NDLS,AGC,7,1.0,10,195,88.1,134,135,5,5,0.28,0.5,6,2,0,0,126,8.9,140.4,18.3
12702,Telangana Express,NGP,BPL,31,-0.5,43,390,64.9,333,333,8,11,0.26,0.58,10,3,0,0,331,10.1,370.2,41.3
12759,Charminar Express,KZJ,BZA,10,0.0,25,210,83.4,164,167,8,6,0.63,0.63,6,0,0,0,161,10.4,176.7,18.1
12702,Telangana Express,SC,KZJ,11,-0.5,8,130,76.2,126,124,2,4,0.5,0.74,1,1,0,0,116,2.5,131.7,16.2
12701,Rajdhani Express,SC,HYB,0,0.0,7,10,93.0,16,14,10,1,0.44,0.62,3,6,1,0,7,12.7,19.9,15.6
12951,Mumbai Rajdhani,RTM,KTA,21,-0.5,22,266,77.9,187,189,10,8,0.13,0.43,6,0,0,0,182,10.9,196.0,14.9
12701,Rajdhani Express,VGLJ,BPL,0,0.0,7,290,57.4,250,251,5,9,0.27,0.48,8,0,0,1,244,6.9,270.7,28.6
12626,Kerala Express,NGP,BZA,8,2.5,21,222,85.7,151,149,10,8,0.51,0.78,10,6,1,0,141,11.4,163.3,23.7
12701,Rajdhani Express,BPQ,KZJ,66,0.0,71,235,74.7,189,188,5,9,0.27,0.67,4,6,1,0,187,5.0,208.1,21.1
12701,Rajdhani Express,AGC,VGLJ,11,-1.5,19,215,101.4,147,150,8,5,0.52,0.41,12,0,0,0,140,10.2,153.5,15.7
12759,Charminar Express,KZJ,BZA,0,0.0,8,210,54.5,190,190,2,5,0.89,0.75,22,3,0,0,187,7.0,231.9,49.9
12951,Mumbai Rajdhani,ST,BRC,12,-0.5,17,130,82.8,101,103,8,4,0.75,0.07,0,6,1,0,99,11.0,113.1,17.1
12702,Telangana Express,VGLJ,AGC,13,0.0,27,215,94.2,147,147,3,5,0.95,0.47,15,2,0,0,139,6.4,164.8,29.2
12702,Telangana Express,AGC,NDLS,30,5.0,34,195,102.4,126,127,2,6,0.3,0.14,2,0,0,0,119,3.5,132.0,14.5
12759,Charminar Express,BZA,OGL,0,1.0,0,140,96.7,82,80,8,4,0.16,0.05,9,4,0,1,80,9.1,89.0,10.1
12702,Telangana Express,NGP,BPL,3,0.0,14,390,62.2,359,359,2,15,0.92,0.79,12,6,1,0,355,6.8,404.2,54.0
12759,Charminar Express,BZA,OGL,0,2.5,0,140,74.5,101,102,5,4,0.25,0.39,16,2,0,0,97,7.7,110.0,15.7
12759,Charminar Express,NLR,MAS,4,-1.5,4,175,70.0,165,163,10,5,0.72,0.68,9,6,1,1,153,12.7,178.8,28.5
12951,Mumbai Rajdhani,MMCT,ST,0,-0.5,5,263,60.5,243,246,8,6,0.63,0.72,18,5,1,1,232,10.9,267.7,38.6
12701,Rajdhani Express,VGLJ,BPL,14,-0.5,23,290,92.5,174,172,10,11,0.4,0.73,19,2,0,1,167,11.4,186.4,20.8
12626,Kerala Express,SBC,ERS,9,2.5,8,580,90.5,340,339,3,22,0.83,0.41,16,3,0,0,334,9.1,362.5,34.6
12626,Kerala Express,BZA,MAS,20,-0.5,21,430,68.2,366,365,2,14,0.87,0.76,21,1,0,0,358,6.5,402.0,48.5
12759,Charminar Express,BZA,OGL,0,-0.5,4,140,80.1,104,103,10,5,0.11,0.76,3,1,0,0,97,11.9,109.7,14.6
12702,Telangana Express,SC,KZJ,59,0.0,72,130,88.5,98,100,5,5,0.27,0.64,17,4,0,1,88,5.0,110.2,22.2
12951,Mumbai Rajdhani,RTM,KTA,0,5.0,15,266,78.7,186,185,10,10,0.31,0.47,7,2,0,1,182,11.3,203.6,22.9
12759,Charminar Express,NLR,MAS,0,0.0,2,175,76.4,119,122,5,5,0.66,0.04,2,3,0,0,116,7.1,127.6,13.7
12702,Telangana Express,KZJ,BPQ,22,-1.5,21,235,83.9,173,173,8,8,0.91,0.35,9,0,0,1,164,12.5,187.5,28.0
12759,Charminar Express,KZJ,BZA,58,1.0,68,210,61.3,185,187,8,8,0.45,0.56,20,1,0,1,179,8.0,213.7,34.7
12951,Mumbai Rajdhani,RTM,KTA,0,1.0,14,266,79.5,194,194,2,8,0.89,0.77,18,0,0,1,187,6.9,217.8,35.7
12701,Rajdhani Express,SC,HYB,0,0.0,0,10,87.2,12,13,8,1,0.2,0.69,6,3,0,0,6,8.4,25.9,20.3
12702,Telangana Express,KZJ,BPQ,16,0.0,18,235,79.3,206,204,5,6,0.37,0.31,18,3,0,1,200,5.7,220.6,21.3
12626,Kerala Express,NDLS,AGC,0,0.0,0,195,73.1,157,157,2,5,0.78,0.53,7,4,0,1,146,7.4,174.3,33.7
12701,Rajdhani Express,SC,HYB,15,-1.5,24,10,92.5,13,16,2,1,0.56,0.47,20,4,0,1,6,2.0,19.4,13.4
12626,Kerala Express,AGC,VGLJ,1,5.0,14,215,55.1,192,195,10,6,0.73,0.27,21,4,0,0,186,15.7,217.2,36.9
12701,Rajdhani Express,KZJ,SC,44,1.0,48,130,54.3,125,127,5,3,0.47,0.65,18,4,0,1,115,5.0,145.3,30.3
12759,Charminar Express,HYB,SC,0,5.0,0,10,93.3,9,7,3,1,0.41,0.49,11,1,0,0,7,4.3,26.5,20.8
12759,Charminar Express,KZJ,BZA,4,2.5,18,210,63.7,186,184,5,7,0.19,0.44,18,4,0,1,183,7.3,204.9,24.2
12951,Mumbai Rajdhani,AGC,NDLS,23,1.0,38,195,98.0,120,123,8,6,0.15,0.62,6,2,0,0,117,10.1,130.3,15.4
12759,Charminar Express,OGL,NLR,7,2.5,9,115,105.4,69,68,8,3,0.35,0.11,22,3,0,0,66,11.2,73.2,10.4
12759,Charminar Express,SC,KZJ,30,-1.5,37,130,86.8,107,110,3,3,0.49,0.77,12,4,0,0,95,5.1,114.6,21.7
12626,Kerala Express,BZA,MAS,2,0.0,5,430,75.5,403,401,2,11,0.24,0.22,11,0,0,0,391,2.0,415.5,24.5
12702,Telangana Express,BPQ,NGP,10,0.0,17,210,108.1,135,133,10,6,0.87,0.58,1,1,0,0,127,12.4,148.8,24.2
12626,Kerala Express,MAS,SBC,5,0.0,3,360,103.5,214,213,8,11,0.91,0.63,5,1,0,0,207,12.2,230.2,27.4
12702,Telangana Express,SC,KZJ,18,-1.5,30,130,87.6,82,83,10,5,0.78,0.64,22,3,0,0,80,13.7,104.5,28.2
12759,Charminar Express,KZJ,BZA,10,0.0,24,210,91.6,140,140,5,6,0.67,0.38,0,1,0,0,134,5.0,156.2,22.2
12701,Rajdhani Express,BPL,NGP,1,-0.5,12,390,96.4,251,254,10,9,0.88,0.04,16,0,0,0,240,12.5,258.7,21.2
12702,Telangana Express,NGP,BPL,2,5.0,12,390,92.8,286,288,10,9,0.84,0.17,2,3,0,0,275,13.5,295.2,23.7
12701,Rajdhani Express,NDLS,AGC,0,-0.5,0,195,88.1,123,125,8,4,0.57,0.14,23,4,0,0,118,8.3,130.7,13.0
12951,Mumbai Rajdhani,KTA,AGC,21,-0.5,35,468,61.1,437,440,10,18,0.67,0.71,1,6,1,0,431,12.0,483.7,54.7
12702,Telangana Express,NGP,BPL,0,0.0,13,390,64.4,315,316,2,9,0.18,0.72,18,1,0,1,307,4.0,339.5,34.5
12759,Charminar Express,HYB,SC,9,0.0,20,10,93.2,10,13,5,1,0.77,0.41,8,1,0,1,7,10.0,26.0,24.0
12701,Rajdhani Express,NDLS,AGC,104,1.0,100,195,96.4,119,119,3,5,0.57,0.17,9,6,1,1,117,3.0,144.2,27.2
12759,Charminar Express,KZJ,BZA,4,5.0,2,210,97.9,135,135,10,5,0.56,0.57,11,5,1,0,125,13.9,143.8,22.7
12626,Kerala Express,AGC,VGLJ,0,0.0,5,215,110.2,123,122,5,6,0.32,0.7,9,3,0,1,119,6.7,130.3,13.0
12702,Telangana Express,VGLJ,AGC,0,-1.5,0,215,67.6,187,187,5,5,0.95,0.59,14,0,0,0,178,7.7,210.7,35.4
12759,Charminar Express,OGL,NLR,98,2.5,111,115,114.6,67,65,5,3,0.88,0.22,13,3,0,0,65,10.4,97.6,38.0
12701,Rajdhani Express,AGC,VGLJ,12,0.0,21,215,110.8,132,135,5,8,0.45,0.37,17,0,0,1,128,8.7,136.6,12.3
